cost_id,facility_id,expense_type,vendor,cost_amount,expense_date,fiscal_year
COST-001904,FAC-0084,IT Services,Luna-Robinson,19673.52,2025-03-17,2023
COST-001905,FAC-0076,Electrical,Barker-Oconnor,21252.43,2025-05-03,2023
COST-001906,FAC-0011,IT Services,"Mcdaniel, Baker and Nelson",12100.9,2025-08-13,2023
COST-001907,FAC-0080,Plumbing,Foster PLC,47496.04,2025-10-28,2024
COST-001908,FAC-0096,IT Services,Anderson Inc,47057.14,2025-12-04,2024
COST-001909,FAC-0043,Electrical,Everett-Farley,35642.62,2025-07-31,2025
COST-001910,FAC-0079,HVAC,French-Barton,45892.5,2025-08-26,2023
COST-001911,FAC-0087,IT Services,"Ashley, Hudson and Rodriguez",22091.59,2024-12-31,2025
COST-001912,FAC-0013,HVAC,Wolf Group,47618.19,2025-12-08,2023
COST-001913,FAC-0036,HVAC,"Short, Bailey and Leon",41406.45,2025-02-24,2025
COST-001914,FAC-0072,Electrical,Long-Weber,15497.97,2025-10-17,2024
COST-001915,FAC-0012,Plumbing,Patterson Ltd,32545.62,2025-01-15,2023
COST-001916,FAC-0019,Plumbing,Johnson LLC,30429.55,2025-07-17,2023
COST-001917,FAC-0052,Plumbing,Carroll and Sons,18376.76,2025-03-23,2025
COST-001918,FAC-0019,HVAC,Wright and Sons,39293.12,2025-08-30,2023
COST-001919,FAC-0014,HVAC,Barrera-Lee,12842.05,2025-02-19,2024
COST-001920,FAC-0047,Plumbing,"Stein, Wheeler and Byrd",22134.01,2025-06-08,2024
COST-001921,FAC-0024,Electrical,Weaver-Woods,5598.94,2025-09-09,2024
COST-001922,FAC-0038,Electrical,Reynolds and Sons,37449.5,2025-09-06,2025
COST-001923,FAC-0034,HVAC,Cook-Stewart,44775.48,2025-11-08,2025
COST-001924,FAC-0091,HVAC,Lane-Coleman,32380.15,2025-03-20,2023
COST-001925,FAC-0056,Plumbing,Martin-Rodgers,11328.69,2025-03-25,2023
COST-001926,FAC-0005,HVAC,Dickson LLC,33257.18,2025-09-22,2025
COST-001927,FAC-0062,IT Services,Sosa Group,6023.25,2025-03-20,2025
COST-001928,FAC-0014,Plumbing,Chavez-Robles,888.4,2025-06-27,2023
COST-001929,FAC-0088,Electrical,Petersen and Sons,47441.31,2025-02-07,2024
COST-001930,FAC-0078,HVAC,Kirby Group,19552.36,2025-11-26,2024
COST-001931,FAC-0009,IT Services,"Davidson, Hicks and Jarvis",10760.11,2025-07-27,2023
COST-001932,FAC-0066,Electrical,"Herring, Gallagher and Jones",42108.46,2025-08-23,2023
COST-001933,FAC-0088,Electrical,"Robinson, Butler and Collins",37207.6,2025-08-13,2025
COST-001934,FAC-0065,IT Services,"Manning, Hansen and Rodriguez",11506.54,2025-07-28,2025
COST-001935,FAC-0020,HVAC,Cooper LLC,4987.72,2025-05-14,2025
COST-001936,FAC-0032,IT Services,Barnes-Glass,28403.29,2025-09-10,2023
COST-001937,FAC-0042,IT Services,Stewart PLC,10969.78,2025-07-12,2024
COST-001938,FAC-0056,IT Services,Roberts Group,5784.03,2025-10-03,2023
COST-001939,FAC-0046,HVAC,Houston-Dominguez,28287.51,2025-02-12,2025
COST-001940,FAC-0058,IT Services,Murray Group,148.84,2025-07-09,2025
COST-001941,FAC-0038,Plumbing,Juarez-Garza,42537.09,2025-08-18,2025
COST-001942,FAC-0080,Electrical,Baker LLC,18720.69,2025-08-05,2023
COST-001943,FAC-0008,Plumbing,"Davis, Massey and Stewart",13780.79,2025-11-06,2023
COST-001944,FAC-0002,HVAC,Hill Ltd,393.33,2025-05-22,2025
COST-001945,FAC-0049,HVAC,"Chavez, Harrison and Smith",28067.02,2025-06-29,2025
COST-001946,FAC-0079,Electrical,"Smith, Webb and Rodriguez",44364.01,2025-09-26,2025
COST-001947,FAC-0040,Plumbing,Gay-French,44036.84,2025-06-19,2023
COST-001948,FAC-0077,Plumbing,"Bennett, Horne and Patterson",25199.65,2025-01-25,2024
COST-001949,FAC-0098,IT Services,Woods PLC,2456.82,2025-03-16,2025
COST-001950,FAC-0100,Electrical,"Fowler, Schneider and Jennings",13682.81,2025-07-26,2025
COST-001951,FAC-0100,HVAC,Brown-Simpson,13729.81,2025-10-24,2025
COST-001952,FAC-0089,IT Services,"Duran, Cantu and Mcfarland",34003.06,2025-10-24,2024
COST-001953,FAC-0081,Electrical,Hogan-Hanson,26869.83,2025-01-15,2025
COST-001954,FAC-0019,HVAC,Jones-Jensen,39461.5,2025-06-27,2025
COST-001955,FAC-0065,Electrical,Ward-Johnson,2328.21,2025-07-30,2023
COST-001956,FAC-0071,HVAC,"Jones, Jackson and Contreras",22375.72,2025-06-03,2023
COST-001957,FAC-0007,Plumbing,Mann LLC,5096.42,2025-02-08,2023
COST-001958,FAC-0036,IT Services,Cobb-Castillo,3099.31,2024-12-28,2025
COST-001959,FAC-0040,HVAC,"Arnold, Williams and Tate",7529.97,2025-11-01,2023
COST-001960,FAC-0031,HVAC,"Beck, Kelley and Goodman",18146.94,2025-04-21,2023
COST-001961,FAC-0023,Electrical,Chung LLC,38570.32,2025-02-12,2025
COST-001962,FAC-0026,Electrical,"Kline, Crawford and Smith",44086.04,2025-09-03,2025
COST-001963,FAC-0050,Electrical,Brown Ltd,36210.87,2025-05-21,2025
COST-001964,FAC-0053,HVAC,Hale Group,20825.26,2025-01-23,2023
COST-001965,FAC-0031,Electrical,Walls Inc,32460.79,2025-07-06,2025
COST-001966,FAC-0062,HVAC,Davis and Sons,36940.14,2025-01-04,2025
COST-001967,FAC-0002,IT Services,"Miller, Wilkinson and Woods",37479.4,2025-04-27,2025
COST-001968,FAC-0091,Plumbing,"Henderson, Brewer and Anderson",32436.0,2025-11-06,2024
COST-001969,FAC-0062,HVAC,"Carlson, Pearson and Robles",2404.03,2025-03-09,2023
COST-001970,FAC-0046,HVAC,Meyer and Sons,4131.55,2025-03-15,2025
COST-001971,FAC-0092,Electrical,"Riggs, Blake and Mcintosh",39049.11,2025-01-16,2024
COST-001972,FAC-0002,IT Services,Myers Ltd,5795.58,2025-01-23,2023
COST-001973,FAC-0035,Plumbing,"Walton, Davis and Woodard",43580.94,2024-12-23,2023
COST-001974,FAC-0084,Plumbing,Grant-Taylor,5299.56,2025-06-03,2023
COST-001975,FAC-0059,Electrical,Gallagher LLC,26501.41,2025-04-19,2023
COST-001976,FAC-0098,Electrical,Burton Ltd,44119.41,2025-06-18,2025
COST-001977,FAC-0097,Electrical,Vazquez-Wilson,31148.57,2025-06-02,2025
COST-001978,FAC-0039,Plumbing,Hawkins PLC,13051.13,2025-04-21,2024
COST-001979,FAC-0054,IT Services,"Smith, Torres and Long",7174.23,2025-05-09,2024
COST-001980,FAC-0045,Plumbing,"Perez, Davis and Kennedy",19535.32,2025-01-26,2023
COST-001981,FAC-0077,HVAC,"Johnson, Martinez and Myers",22730.62,2025-05-16,2024
COST-001982,FAC-0011,HVAC,"Hays, Ferguson and Taylor",22015.62,2025-09-08,2025
COST-001983,FAC-0088,Electrical,Jones-Conway,34436.12,2025-09-24,2025
COST-001984,FAC-0065,IT Services,"Guerrero, Chang and Sanford",37529.17,2025-08-21,2024
COST-001985,FAC-0031,Plumbing,"Morgan, Harris and Johnson",20099.52,2025-07-04,2023
COST-001986,FAC-0095,IT Services,Davis and Sons,38269.13,2025-03-20,2024
COST-001987,FAC-0100,IT Services,Williams and Sons,27240.75,2025-04-10,2023
COST-001988,FAC-0048,Plumbing,Frazier Ltd,24771.5,2025-07-08,2024
COST-001989,FAC-0013,HVAC,Martin-Mathis,27269.08,2025-11-27,2025
COST-001990,FAC-0062,Plumbing,Jones-Turner,41175.9,2025-11-06,2023
COST-001991,FAC-0022,HVAC,Dudley Group,10949.03,2025-03-07,2025
COST-001992,FAC-0092,Plumbing,Bishop Ltd,33394.12,2025-03-24,2023
COST-001993,FAC-0039,Plumbing,Murray-Wong,39394.2,2025-10-05,2024
COST-001994,FAC-0023,IT Services,"Cunningham, Duarte and Willis",21270.72,2024-12-15,2025
COST-001995,FAC-0028,Electrical,Powell-Rush,14913.16,2025-05-17,2025
COST-001996,FAC-0015,Electrical,"Lewis, Mills and Townsend",40296.25,2025-02-08,2024
COST-001997,FAC-0100,Electrical,"Jacobs, Hall and Price",34241.47,2025-08-27,2023
COST-001998,FAC-0081,Electrical,Hill Group,18792.2,2025-08-24,2024
COST-001999,FAC-0066,HVAC,"Holder, Allison and Hernandez",5723.46,2025-10-29,2024
COST-002000,FAC-0069,IT Services,Phillips LLC,10439.73,2025-01-18,2024
